# Função: x/1 - tan(1*x)
"# Intervalo: [7*pi/2 + 1e-10, 9*pi/2 - 1e-10], Precisão: 1e-10, Iterações Máximas: 100"

k,a,b,f(a),f(b),xk,f(xk),Erro Rel
1,10.995574287664276,14.137166941054069,10000000010.995575,-9999999985.862833,12.566370614359172,12.566370614359172,0.12499999999204225
2,12.566370614359172,14.137166941054069,12.566370614359172,-9999999985.862833,13.35176877770662,12.35176877780662,0.05882352940824017
3,13.35176877770662,14.137166941054069,12.35176877780662,-9999999985.862833,13.744467859380345,11.330254297519382,0.028571428569765564
4,13.744467859380345,14.137166941054069,11.330254297519382,-9999999985.862833,13.940817400217208,8.913477910390347,0.014084507041445276
5,13.940817400217208,14.137166941054069,8.913477910390347,-9999999985.862833,14.03899217063564,3.885821792784922,0.006993006992608503
6,14.03899217063564,14.137166941054069,3.885821792784922,-9999999985.862833,14.088079555844853,-6.267388028905781,0.00348432055729343
7,14.03899217063564,14.088079555844853,3.885821792784922,-6.267388028905781,14.063535863240247,0.5068666384999769,0.001745200697981004
8,14.063535863240247,14.088079555844853,0.5068666384999769,-6.267388028905781,14.07580770954255,-2.2012002248375917,0.0008718395814674498
9,14.063535863240247,14.07580770954255,0.5068666384999769,-2.2012002248375917,14.069671786391398,-0.7237013105470506,0.0004361098996699259
10,14.063535863240247,14.069671786391398,0.5068666384999769,-0.7237013105470506,14.066603824815822,-0.0815770211747378,0.00021810250816644007
11,14.063535863240247,14.066603824815822,0.5068666384999769,-0.0815770211747378,14.065069844028034,0.21892658352941358,0.0001090631475562353
12,14.065069844028034,14.066603824815822,0.21892658352941358,-0.0815770211747378,14.065836834421928,0.0702958844902872,5.452860024773023e-05
13,14.065836834421928,14.066603824815822,0.0702958844902872,-0.0815770211747378,14.066220329618876,-0.005228720458401784,2.7263556802070017e-05
14,14.065836834421928,14.066220329618876,0.0702958844902872,-0.005228720458401784,14.066028582020401,0.0326357114084345,1.3631964228950548e-05
15,14.066028582020401,14.066220329618876,0.0326357114084345,-0.005228720458401784,14.066124455819638,0.013729131193205422,6.8159356571797416e-06
16,14.066124455819638,14.066220329618876,0.013729131193205422,-0.005228720458401784,14.066172392719256,0.004256627279280108,3.407956214384731e-06
17,14.066172392719256,14.066220329618876,0.004256627279280108,-0.005228720458401784,14.066196361169066,-0.0004844394849635031,1.7039752036559233e-06
18,14.066172392719256,14.066196361169066,0.004256627279280108,-0.0004844394849635031,14.066184376944161,0.0018864954698075231,8.519883277114537e-07
19,14.066184376944161,14.066196361169066,0.0018864954698075231,-0.0004844394849635031,14.066190369056613,0.0007011284110110916,4.2599398238477653e-07
20,14.066190369056613,14.066196361169066,0.0007011284110110916,-0.0004844394849635031,14.06619336511284,0.00010836957085035088,2.1299694582467967e-07
21,14.06619336511284,14.066196361169066,0.00010836957085035088,-0.0004844394849635031,14.066194863140954,-0.00018802867970246746,1.0649846157041631e-07
22,14.06619336511284,14.066194863140954,0.00010836957085035088,-0.00018802867970246746,14.066194114126896,-3.982798513721743e-05,5.324923362068888e-08
23,14.06619336511284,14.066194114126896,0.00010836957085035088,-3.982798513721743e-05,14.066193739619868,3.427118517256638e-05,2.6624617519214682e-08
24,14.066193739619868,14.066194114126896,3.427118517256638e-05,-3.982798513721743e-05,14.066193926873382,-2.7783019025493014e-06,1.3312308582389779e-08
25,14.066193739619868,14.066193926873382,3.427118517256638e-05,-2.7783019025493014e-06,14.066193833246626,1.5746466154855556e-05,6.65615433549928e-09
26,14.066193833246626,14.066193926873382,1.5746466154855556e-05,-2.7783019025493014e-06,14.066193880060004,6.484088256127011e-06,3.328077156673542e-09
27,14.066193880060004,14.066193926873382,6.484088256127011e-06,-2.7783019025493014e-06,14.066193903466694,1.852894709283842e-06,1.6640385755677467e-09
28,14.066193903466694,14.066193926873382,1.852894709283842e-06,-2.7783019025493014e-06,14.066193915170038,-4.6270321350879346e-07,8.320192870916173e-10
29,14.066193903466694,14.066193915170038,1.852894709283842e-06,-4.6270321350879346e-07,14.066193909318365,6.950958436684846e-07,4.1600964371887266e-10
30,14.066193909318365,14.066193915170038,6.950958436684846e-07,-4.6270321350879346e-07,14.066193912244202,1.1619633902508866e-07,2.080048218161703e-10
31,14.066193912244202,14.066193915170038,1.1619633902508866e-07,-4.6270321350879346e-07,14.066193913707119,-1.7325343125554126e-07,1.0400241089726866e-10
32,14.066193912244202,14.066193913707119,1.1619633902508866e-07,-1.7325343125554126e-07,14.06619391297566,-2.8528544618648563e-08,5.2001205451338453e-11
